업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
TERRA게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,남포동5가,,Jan-37,2611014000,2611058000,2.61E+11,자갈치해안로,52,129.0301972,35.09654092,N,,http://naver.me/F5bBmlxy,N,N,,N,N,N,N,N,2021-10-25
24게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,113-1,2611014100,2611058000,2.61E+11,구덕로,Jan-87,129.0263606,35.09689656,N,,http://24jagalchi.modoo.at/,N,Y,"공용,내부",N,Y,N,N,N,2021-11-08
MGM호텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,101-4,2611014100,2611058000,2.61E+11,보수대로,08월 07일,129.026131,35.09794813,N,051-231-8661,https://mgmhotel.modoo.at/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
브이호텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,105-1,2611014100,2611058000,2.61E+11,보수대로,08월 03일,129.0257736,35.0978713,N,051-244-0700,https://busanvhotel.modoo.at/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
세븐모텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,105-4,2611014100,2611058000,2.61E+11,보수대로,08월 05일,129.0259669,35.0979391,N,051-242-0460,http://naver.me/FfMrUUEN,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-21
V3모텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,85,2611014100,2611058000,2.61E+11,비프광장로,20,129.0276425,35.09842696,N,070-8847-8864,http://naver.me/FT0MGNH5,Y,Y,"공용,내부",N,Y,N,Y,N,2021-09-13
게스트하우스디어문,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,Jan-95,2611014100,2611058000,2.61E+11,비프광장로,02월 14일,129.0268976,35.09836846,N,051-248-7179,https://guest-house-dear-moon.business.site/?utm_source=gmb&utm_medium=referral,N,Y,"공용,내부",N,N,Y,N,N,2021-09-13
대광모텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,35,2611014100,2611058000,2.61E+11,자갈치로,01월 27일,129.0271894,35.09698729,N,051-243-8507,http://naver.me/xKQm00dl,Y,Y,"공용,내부",N,N,N,N,N,2021-10-21
태양장,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,115-7,2611014100,2611058000,2.61E+11,자갈치로,17,129.0262818,35.09659254,N,051-246-0987,http://naver.me/5AmAJqlU,N,Y,"공용,내부",N,Y,N,N,N,2021-10-25
오션투헤븐호텔앤스파,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,29,2611014100,2611058000,2.61E+11,자갈치로,21,129.0266548,35.09669044,N,051-241-0069,https://bu2heaven.modoo.at/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-25
모텔트리,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,115-5,2611014100,2611058000,2.61E+11,자갈치로15번길,4,129.0262006,35.09674413,N,051-245-5343,http://naver.me/xPIZCQuq,N,Y,"공용,내부",N,Y,N,N,N,2021-10-25
대성모텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,08월 01일,2611014100,2611058000,2.61E+11,자갈치로38번길,04월 01일,129.0284535,35.09661693,N,,http://naver.me/FRDOpfr3,N,Y,"공용,내부",N,N,N,N,N,2021-10-26
BIFF게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,Mar-95,2611014100,2611058000,2.61E+11,중구로5번길,12월 12일,129.0269694,35.0982571,N,051-245-1937,https://biffhostel.modoo.at/,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
로망스모텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,Jul-96,2611014100,2611058000,2.61E+11,중구로5번길,12,129.0269815,35.09813361,N,,http://naver.me/xAtj6Jgn,N,Y,"공용,내부",N,N,N,N,N,2021-10-21
로즈모텔,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,Jun-93,2611014100,2611058000,2.61E+11,중구로5번길,10월 02일,129.0270503,35.09818991,N,051-231-3453,http://naver.me/F8KTl9fr,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
신흥,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,Apr-80,2611014100,2611058000,2.61E+11,중구로5번길,05월 01일,129.0275019,35.09804906,N,051-244-4321,http://naver.me/x2PHNiZW,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
평안여인숙,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,May-93,2611014100,2611058000,2.61E+11,중구로5번길,12,129.0269758,35.09812452,N,051-245-8093,http://naver.me/x9JsV08u,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
그린힐,숙박/휴양,2.61E+18,부산광역시,중구,남포동6가,,Apr-93,2611014100,2611058000,2.61E+11,중구로5번길,10,129.0271321,35.09812504,Y,,,,,,,,,,,2021-11-01
토요코인호텔,숙박/휴양,2.61E+18,부산광역시,중구,대창동1가,,04월 22일,2611010200,2611051000,2.61E+11,중앙대로,125,129.0366463,35.10902456,N,051-442-1045,http://www.toyoko-inn.kr/,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-05
천우장,숙박/휴양,2.61E+18,부산광역시,중구,대창동2가,,40-14,2611010300,2611059000,2.61E+11,동광길,184,129.0372316,35.11057946,Y,,,,,,,,,,,2021-11-02
수민,숙박/휴양,2.61E+18,부산광역시,중구,대창동2가,,07월 30일,2611010300,2611059000,2.61E+11,동광길,178,129.0371013,35.11031261,Y,,,,,,,,,,,2021-11-02
K79게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,대청동2가,,03월 23일,2611011700,2611053000,2.61E+11,광복로49번길,38,129.0304784,35.10258922,N,051-242-8279,https://k79guesthouse.southkrhotel.com/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-09-02
넘버25호텔,숙박/휴양,2.61E+18,부산광역시,중구,대청동2가,,07월 01일,2611011700,2611053000,2.61E+11,대청로,107,129.031695,35.10311942,N,051-464-8532,http://naver.me/GmFOL1vi,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-05
호텔콘트,숙박/휴양,2.61E+18,부산광역시,중구,대청동2가,,30-17,2611011700,2611053000,2.61E+11,용두산길,12,129.0314402,35.10190464,N,051-244-0088,http://www.hotelcont.com/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
로얄장,숙박/휴양,2.61E+18,부산광역시,중구,대청동3가,,06월 02일,2611011800,2611053000,2.61E+11,중구로62번길,6,129.0287903,35.10334706,Y,,,,,,,,,,,2021-11-01
OCEAN&SKYBABA,숙박/휴양,2.61E+18,부산광역시,중구,대청동4가,,72-42,2611011900,2611053000,2.61E+11,망양로329번길,02월 01일,129.02943,35.10715491,Y,,,,,,,,,,,2021-10-26
테라게스트하우스2호점,숙박/휴양,2.62E+18,부산광역시,중구,대평동2가,,May-89,2620010400,2620053000,2.62E+11,자갈치로48번길,3,129.0298651,35.09699494,N,,http://naver.me/F5bBmlxy,N,Y,"공용,내부",N,N,N,N,N,2021-10-22
하늘섬게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,동광동1가,,06월 07일,2611011100,2611052000,2.61E+11,광복로97번길,14,129.0354688,35.09990907,N,051-243-2483,http://naver.me/F0KZbBcV,N,Y,"공용,내부",N,Y,N,N,N,2021-08-30
부산관광호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,12월 01일,2611011200,2611052000,2.61E+11,광복로97번길,23,129.0346015,35.10057499,N,051-241-4301,http://naver.me/5dxGL38P,Y,Y,"공용,내부",N,Y,N,N,N,2021-08-30
부산장모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,11월 19일,2611011200,2611052000,2.61E+11,대청로126번길,Dec-32,129.0341674,35.10019603,N,051-245-1371,http://naver.me/x9JntGcv,Y,Y,"공용,내부",N,N,N,N,N,2021-10-05
MU호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,11월 06일,2611011200,2611052000,2.61E+11,대청로126번길,36,129.0342552,35.09993967,N,051-243-0076,http://naver.me/FVPHgWgO,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-05
동산여인숙,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,12월 20일,2611011200,2611052000,2.61E+11,대청로126번길,29,129.0344566,35.1003479,Y,051-245-7381,,,,,,,,,,2021-10-05
비엔비펜션,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,11-46,2611011200,2611052000,2.61E+11,대청로126번길,34,129.0343348,35.10000638,N,051-241-0007,http://www.부산남포동펜션.com/,N,Y,"공용,내부",N,Y,N,N,N,2021-11-02
소유호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,04월 15일,2611011200,2611052000,2.61E+11,대청로126번길,23,129.0343742,35.10081706,N,051-253-1118,http://naver.me/xdIl2hN6,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
아로마모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,11-70,2611011200,2611052000,2.61E+11,대청로126번길,Feb-36,129.0341094,35.09957744,Y,,,,,,,,,,,2021-11-01
호텔야자,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,11월 10일,2611011200,2611052000,2.61E+11,대청로126번길,33,129.0345709,35.09991692,N,051-247-1030,http://naver.me/Fa3DWD3l,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-05
부산게스트하우스타워,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,17-14,2611011200,2611052000,2.61E+11,중앙대로41번길,01월 29일,129.0341365,35.10028687,N,051-246-7314,https://cafe.naver.com/btgh,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
아리아호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동2가,,17-26,2611011200,2611052000,2.61E+11,중앙대로41번길,23,129.0339713,35.10075166,N,051-257-9882,http://www.ariahotelnampo.com/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-26
엘리제호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,46,2611011300,2611052000,2.61E+11,대청로126번길,22,129.0339701,35.10103081,N,051-241-4008,http://ejhotel.com/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
더하운드호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,01월 31일,2611011300,2611052000,2.61E+11,대청로126번길,9,129.0339878,35.10201804,N,051-231-3123,http://www.houndhotel.co.kr,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-15
엘리제호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,46,2611011300,2611052000,2.61E+11,대청로126번길,22,129.033979,35.1010197,N,051-241-4008,http://naver.me/IFjHuNeY,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-05
태양모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,08월 01일,2611011300,2611052000,2.61E+11,대청로134번길,8,129.0345524,35.10219681,N,051-248-6684,http://naver.me/FhAlkxbZ,N,Y,"공용,내부",N,Y,N,N,N,2021-10-05
에이스모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,01월 30일,2611011300,2611052000,2.61E+11,백산길,12,129.0342271,35.10179607,N,051-246-2161,http://naver.me/FCboluZx,N,Y,"공용,내부",N,N,N,N,N,2021-10-15
와이티티호텔남포,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,14,2611011300,2611052000,2.61E+11,백산길,15,129.0347067,35.10154966,N,051-254-7772,http://www.thesweethotel.co.kr/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
타워힐 호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,20,2611011300,2611052000,2.61E+11,백산길,20,129.0343481,35.10113477,N,051-250-6100,http://www.towerhill.co.kr/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
호텔더그랑프리미엄남포,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,14,2611011300,2611052000,2.61E+11,백산길,15,129.0347173,35.10155457,Y,051-254-7772,,,,,,,,,,2021-11-01
호텔더그랑,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,14,2611011300,2611052000,2.61E+11,백산길,15,129.0347277,35.10155552,Y,051-254-7772,,,,,,,,,,2021-11-01
에이스모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,01월 28일,2611011300,2611052000,2.61E+11,백산길,12,129.0342271,35.10179607,N,051-246-2161,http://naver.me/FCboluZx,N,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
타워힐호텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,20,2611011300,2611052000,2.61E+11,백산길,20,129.0342849,35.10112619,N,051-250-6100,http://www.towerhill.co.kr/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
몽베르모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,25,2611011300,2611052000,2.61E+11,백산길,14,129.0342524,35.10164882,N,051-247-8300,http://www.montvert.kr/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
별장여관,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,05월 28일,2611011300,2611052000,2.61E+11,백산길,12,129.0342257,35.1018357,Y,,,,,,,,,,,2021-11-02
폭시모텔,숙박/휴양,2.61E+18,부산광역시,중구,동광동3가,,Apr-47,2611011300,2611052000,2.61E+11,중앙대로41번길,24,129.0338195,35.10095843,N,051-243-9991,http://naver.me/5B18mMji,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
공공하우스,숙박/휴양,2.61E+18,부산광역시,중구,동광동4가,,01월 01일,2611011400,2611052000,2.61E+11,대청로135번길,03월 01일,129.0344928,35.10308701,Y,,,,,,,,,,,2021-10-05
호텔40계단,숙박/휴양,2.61E+18,부산광역시,중구,동광동5가,,Feb-48,2611011500,2611052000,2.61E+11,동광길,27,129.03443,35.10405777,N,051-469-8755,http://naver.me/xuIHIoG0,N,Y,"공용,내부",N,N,N,N,N,2021-10-15
화춘장여관,숙박/휴양,2.61E+18,부산광역시,중구,동광동5가,,44-27,2611011500,2611052000,2.61E+11,동광길,53,129.0345763,35.10513082,N,051-469-4919,http://naver.me/54V9U1RQ,N,Y,"공용,내부",N,Y,N,N,N,2021-11-02
호텔40계단,숙박/휴양,2.61E+18,부산광역시,중구,동광동5가,,Feb-48,2611011500,2611052000,2.61E+11,동광길,27,129.0344244,35.10405081,N,,https://www.airbnb.co.kr/users/65909084/listings?user_id=65909084&s=50,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
방공호게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,보수동1가,,116-156,2611012000,2611054500,2.61E+11,책방골목길,11월 13일,129.0265534,35.10371209,N,,http://naver.me/GBfJL0O6,N,Y,"공용,내부",N,Y,N,N,N,2021-11-02
보수장모텔,숙박/휴양,2.61E+18,부산광역시,중구,보수동1가,,125-4,2611012000,2611054500,2.61E+11,책방골목길,12,129.0263326,35.10341653,N,051-245-1008,http://naver.me/5GytTEud,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
보수장모텔,숙박/휴양,2.61E+18,부산광역시,중구,보수동1가,,125-4,2611012000,2611054500,2.61E+11,책방골목길,12,129.0263293,35.10341891,N,051-245-1008,http://naver.me/5GytTEud,N,Y,"공용,내부",N,N,N,N,N,2021-10-15
호텔그레이,숙박/휴양,2.61E+18,부산광역시,중구,보수동2가,,105-2,2611012100,2611054500,2.61E+11,보수대로124번길,82,129.0243914,35.10373011,N,,http://naver.me/GUvmY6cP,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
보하모텔,숙박/휴양,2.61E+18,부산광역시,중구,보수동3가,,Feb-72,2611012200,2611054500,2.61E+11,대청로25번길,4,129.0228674,35.10352584,N,051-243-1232,http://naver.me/xAtIgL6g,Y,Y,"공용,내부",N,N,N,N,N,2021-10-15
호텔빌리,숙박/휴양,2.61E+18,부산광역시,중구,보수동3가,,05월 21일,2611012200,2611054500,2.61E+11,보수대로106번길,5,129.0216498,35.10515918,N,051-245-5800,http://naver.me/GVADhaQT,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
빌리호텔,숙박/휴양,2.61E+18,부산광역시,중구,보수동3가,,05월 21일,2611012200,2611054500,2.61E+11,보수대로106번길,5,129.0216415,35.10515874,N,051-245-5800,http://naver.me/GVADhaQT,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
로즈텔,숙박/휴양,2.61E+18,부산광역시,중구,보수동3가,,May-52,2611012200,2611054500,2.61E+11,흑교로45번길,03월 30일,129.0217769,35.10380921,N,051-244-6689,http://naver.me/5fnDk9Li,N,N,,N,N,N,N,N,2021-11-04
게스트하우스나우,숙박/휴양,2.61E+18,부산광역시,중구,보수동3가,,03월 29일,2611012200,2611054500,2.61E+11,흑교로71번길,20,129.0220916,35.10480299,N,,http://naver.me/GcjVt7sX,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
놀게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Nov-36,2611012300,2611056000,2.61E+11,광복로,03월 21일,129.0275543,35.09955762,N,,http://nolguesthouse.com/,N,Y,"공용,내부",N,Y,N,N,N,2021-09-06
오아시스,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Mar-40,2611012300,2611056000,2.61E+11,광복로,14,129.0265351,35.09931413,N,051-246-7011,http://naver.me/GxOqKEa9,N,Y,"공용,내부",N,Y,N,N,N,2021-09-02
마이호스텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Jun-41,2611012300,2611056000,2.61E+11,광복로12번길,03월 02일,129.0265386,35.09905857,N,051-245-9939,http://naver.me/GaMISPL9,N,Y,"공용,내부",N,Y,N,N,N,2021-09-06
파크모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,41-15,2611012300,2611056000,2.61E+11,광복로12번길,07월 07일,129.0266572,35.09897674,N,051-245-1203,http://naver.me/5h36qyn0,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-06
테마모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Dec-41,2611012300,2611056000,2.61E+11,광복로12번길,03월 01일,129.0265403,35.09916287,Y,,,,,,,,,,,2021-09-06
오아시스모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Aug-40,2611012300,2611056000,2.61E+11,광복로12번길,3,129.0264189,35.09920371,N,051-246-7011,http://naver.me/GxOqKEa9,N,Y,"공용,내부",N,Y,N,N,N,2021-09-06
유일모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,May-41,2611012300,2611056000,2.61E+11,광복로12번길,07월 04일,129.0265285,35.09880706,N,051-245-6344,http://naver.me/5vIse7KS,N,Y,"공용,내부",N,Y,N,N,N,2021-09-06
모텔리베,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Sep-41,2611012300,2611056000,2.61E+11,광복로12번길,07월 08일,129.0266263,35.09885154,N,051-257-8030,http://naver.me/G7Kh9Qr8,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-06
새피아모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Jul-41,2611012300,2611056000,2.61E+11,광복로12번길,07월 05일,129.026551,35.09896591,N,051-245-7596,http://naver.me/5SW3eD1c,Y,Y,"공용,내부",N,Y,N,N,N,2021-09-06
그랜드모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Oct-41,2611012300,2611056000,2.61E+11,광복로16번길,18,129.0266477,35.09878022,N,051-247-5577,http://naver.me/FOv8DKTt,N,Y,공용,N,Y,N,N,N,2021-09-06
아젤리아여관,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,42-38,2611012300,2611056000,2.61E+11,광복로16번길,13,129.0267981,35.0988509,Y,,,,,,,,,,,2021-09-06
프린스모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Jul-39,2611012300,2611056000,2.61E+11,광복로16번길,9,129.026813,35.09902139,N,051-248-9412,http://naver.me/GROWT0FL,N,Y,"공용,내부",N,Y,N,N,N,2021-09-06
영빈장여관,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,41-14,2611012300,2611056000,2.61E+11,광복로16번길,10,129.0266594,35.0990557,Y,,,,,,,,,,,2021-09-06
그린장,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,Aug-39,2611012300,2611056000,2.61E+11,광복로16번길,11,129.0268344,35.09892438,Y,,,,,,,,,,,2021-09-06
하루애,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,30-48,2611012300,2611056000,2.61E+11,부평2길,06월 20일,129.0267022,35.10025368,N,051-246-2345,http://naver.me/5Q4X7jMS,N,Y,"공용,내부",N,Y,N,Y,N,2021-11-02
게스트하우스부산깡통야시장,숙박/휴양,2.61E+18,부산광역시,중구,부평동1가,,09월 20일,2611012300,2611056000,2.61E+11,중구로39번길,24,129.0266465,35.10142108,Y,,,,,,,,,,,2021-11-01
우리게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,03월 28일,2611012400,2611056000,2.61E+11,광복로,7,129.0259674,35.09955931,N,051-246-8697,http://naver.me/xbweaqzZ,N,Y,"공용,내부",N,Y,N,N,N,2021-09-02
우리모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,05월 29일,2611012400,2611056000,2.61E+11,광복로,07월 02일,129.026059,35.09970674,Y,,,,,,,,,,,2021-09-06
호텔미니,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Jun-37,2611012400,2611056000,2.61E+11,광복로6번길,9,129.0257971,35.09876298,N,070-4953-9300,http://naver.me/58HNlgHS,N,Y,"공용,내부",N,N,N,Y,N,2021-09-02
원모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Apr-37,2611012400,2611056000,2.61E+11,광복로6번길,7,129.0257658,35.09888978,N,051-243-8567,http://naver.me/xganxMPo,N,Y,"공용,내부",N,N,N,N,N,2021-09-02
부산,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Feb-38,2611012400,2611056000,2.61E+11,광복로6번길,11월 01일,129.0257539,35.0985209,Y,,,,,,,,,,,2021-09-02
송원모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Mar-51,2611012400,2611056000,2.61E+11,보수대로,24,129.0253278,35.09910591,Y,,,,,,,,,,,2021-11-01
헤르메스호텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Feb-51,2611012400,2611056000,2.61E+11,보수대로,26,129.0252212,35.09922176,N,051-244-1100,http://naver.me/xUSpVOZy,N,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
미도장,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,47,2611012400,2611056000,2.61E+11,보수대로24번길,04월 02일,129.0254804,35.0989004,N,051-241-1817,http://naver.me/xDsL5v0M,N,Y,"공용,내부",N,N,N,N,N,2021-10-18
대호장여관,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Feb-62,2611012400,2611056000,2.61E+11,중구로29번길,Jan-43,129.0254213,35.10037863,Y,,,,,,,,,,,2021-11-01
제이온게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,08월 21일,2611012400,2611056000,2.61E+11,중구로29번길,38,129.0258581,35.10055941,Y,,,,,,,,,,,2021-11-01
굿스테이 대영 호텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Jun-68,2611012400,2611056000,2.61E+11,중구로33번길,44,129.0255511,35.10110154,N,051-241-4661,http://naver.me/xM2IB6S6,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
동성장여관,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,09월 15일,2611012400,2611056000,2.61E+11,중구로39번길,30,129.0263561,35.10151544,N,,http://naver.me/5rsycROt,N,N,,N,N,N,N,N,2021-11-01
동성장,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,09월 15일,2611012400,2611056000,2.61E+11,중구로39번길,30,129.0263677,35.10149284,N,051-246-0461,http://naver.me/5rsycROt,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
실암정,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,70-19,2611012400,2611056000,2.61E+11,중구로39번길,42,129.0256422,35.10151694,Y,,,,,,,,,,,2021-11-01
호텔마르쉐,숙박/휴양,2.61E+18,부산광역시,중구,부평동2가,,Nov-63,2611012400,2611056000,2.61E+11,흑교로,10,129.0252913,35.10023763,N,051-245-7900,http://m.blog.naver.com/n651114,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
호텔보브,숙박/휴양,2.61E+18,부산광역시,중구,부평동3가,,Feb-52,2611012500,2611056000,2.61E+11,흑교로,7,129.0248422,35.10022128,N,051-257-8255,http://hotelvov.modoo.at,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-18
지앤비호텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동3가,,May-40,2611012500,2611056000,2.61E+11,흑교로,19,129.0248185,35.10123942,N,051-243-5555,http://www.gnbhotel.com/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-10-22
오륙도모텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동3가,,Jan-59,2611012500,2611056000,2.61E+11,흑교로11번길,10월 01일,129.0239775,35.10077538,N,051-242-3856,http://naver.me/5y4dJE7E,N,Y,"공용,내부",N,Y,N,N,N,2021-10-22
해림사우나&휘트니스,숙박/휴양,2.61E+18,부산광역시,중구,부평동3가,,62-13,2611012500,2611056000,2.61E+11,흑교로17번길,07월 01일,129.0242846,35.10092804,N,051-241-7676,http://naver.me/5B1gBaQ1,Y,Y,"구분,내부",N,N,N,N,N,2021-10-18
투헤븐호텔,숙박/휴양,2.61E+18,부산광역시,중구,부평동3가,,Jan-63,2611012500,2611056000,2.61E+11,흑교로21번길,7,129.0242851,35.10134955,N,051-256-3338,http://www.2heavenhotel.co.kr/,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-01
금강장,숙박/휴양,2.61E+18,부산광역시,중구,부평동3가,,Jan-76,2611012500,2611056000,2.61E+11,흑교로35번길,7,129.0244885,35.10255383,N,051-247-3334,http://naver.me/G0f6iUk5,Y,Y,"공용,내부",N,N,N,N,N,2021-10-18
MK게스트하우스,숙박/휴양,2.61E+18,부산광역시,중구,부평동4가,,01월 25일,2611012600,2611056000,2.61E+11,보수대로44번길,5,129.0236368,35.1009672,N,051-244-0848,https://blog.naver.com/bluehiro2000,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
황토방,숙박/휴양,2.61E+18,부산광역시,중구,부평동4가,,05월 07일,2611012600,2611056000,2.61E+11,흑교로35번길,21,129.0229042,35.10260237,N,051-247-3124,http://naver.me/xqfM6S5p,N,Y,"공용,내부",N,N,N,N,N,2021-10-18
넨네,숙박/휴양,2.61E+18,부산광역시,중구,신창동1가,,01월 03일,2611012700,2611053000,2.61E+11,광복중앙로,33,129.0305602,35.10239569,Y,051-245-1255,,,,,,,,,,2021-09-07
더로컬,숙박/휴양,2.61E+18,부산광역시,중구,신창동1가,,Mar-32,2611012700,2611057000,2.61E+11,중구로44번길,01월 19일,129.0299791,35.10191309,N,051-817-9977,http://naver.me/5CzKTl54,N,Y,"공용,내부",N,Y,N,N,N,2021-11-01
허니하우스,숙박/휴양,2.61E+18,부산광역시,중구,신창동3가,,01월 15일,2611012900,2611057000,2.61E+11,광복로35번길,01월 16일,129.0289247,35.10075979,Y,,,,,,,,,,,2021-09-06
